doc_id,stock_name,section_type,quality_issue,page_no,evidence_preview,human_check_status,review_notes
1219622167,大名城,liquidity_risk,ok,1,单位：万元 币种：人民币 <table><tr><td>序号</td><td>地区</td><td>经营业态</td><td>出租房地产的建筑面积(平方米)</td><td>出租房地产的租金收入</td><td>权益比例(%)</td><t,pending,candidate_from_heading
1219650634,中华企业,dividend,ok,1,三、 立信会计师事务所（特殊普通合伙）为本公司出具了标准无保留意见的审计报告。 四、 公司负责人李钟、主管会计工作负责人顾昕及会计机构负责人（会计主管人员）孙婷声明：保证年度报告中财务报告的真实、准确、完整。 ## 五、 董事会决议通过的本,pending,candidate_from_front_matter
1219650634,中华企业,financial,ok,1,"## 七、 近三年主要会计数据和财务指标 (一) 主要会计数据 单位：元 币种：人民币 <table><tr><td rowspan=""2"">主要会计数据</td><td rowspan=""2"">2023年</td><td colspan=",pending,candidate_from_heading
1219650634,中华企业,liquidity_risk,ok,1,√适用 □不适用 单位：万元 币种：人民币 <table><tr><td>序号</td><td>地区</td><td>项目</td><td>经营业态</td><td>出租房地产的建筑面积(平方米)</td><td>出租房地产的租金收入</t,pending,candidate_from_heading
1219910873,电子城,dividend,ok,1,三、 天职国际会计师事务所（特殊普通合伙）为本公司出具了标准无保留意见的审计报告。 四、 公司负责人齐战勇、主管会计工作负责人朱卫荣及会计机构负责人（会计主管人员）孙明兰声明：保证年度报告中财务报告的真实、准确、完整。 ## 五、 董事会决,pending,candidate_from_front_matter
1219910873,电子城,financial,ok,1,## 七、 近三年主要会计数据和财务指标 ## (一) 主要会计数据 单位：元 币种：人民币 <table><tr><td>主要会计数据</td><td>2023年</td><td>2022年</td><td>本期比上年同期增减(%)</t,pending,candidate_from_heading
1219910873,电子城,liquidity_risk,ok,1,√适用 □不适用 单位：万元 币种：人民币 <table><tr><td>序号</td><td>地区</td><td>项目</td><td>经营业态</td><td>出租房地产的建筑面积(平方米)</td><td>出租房地产的租金收入</t,pending,candidate_from_heading
1219583682,浦东金桥,dividend,ok,1,"3 公司全体董事出席董事会会议。 4 众华会计师事务所（特殊普通合伙）为本公司出具了标准无保留意见的审计报告。 5 董事会决议通过的本报告期利润分配预案或公积金转增股本预案 公司在提取法定盈余公积、任意盈余公积后，以2023年末总股本1,1",pending,candidate_from_front_matter
1219583682,浦东金桥,financial,ok,1,## 3 公司主要会计数据和财务指标 ## 3.1 近3年的主要会计数据和财务指标 单位：元 币种：人民币 <table><tr><td></td><td>2023年</td><td>2022年</td><td>本年比上年增减(%)</td,pending,candidate_from_heading
1219583682,浦东金桥,liquidity_risk,not_found,1,,pending,no_candidate
1219907193,天地源,dividend,ok,1,三、 希格玛会计师事务所（特殊普通合伙）为本公司出具了标准无保留意见的审计报告。 四、 公司负责人袁旺家、主管会计工作负责人王涛及会计机构负责人（会计主管人员）于凌声明：保证年度报告中财务报告的真实、准确、完整。 五、 董事会决议通过的本报,pending,candidate_from_front_matter
1219907193,天地源,financial,ok,1,"## 七、 近三年主要会计数据和财务指标 (一) 主要会计数据 单位：元 币种：人民币 <table><tr><td rowspan=""2"">主要会计数据</td><td rowspan=""2"">2023年</td><td colspan=",pending,candidate_from_heading
1219907193,天地源,liquidity_risk,ok,1,√适用 □不适用 单位：万元 币种：人民币 <table><tr><td>序号</td><td>地区</td><td>项目</td><td>经营业态</td><td>出租房地产的建筑面积(平方米)</td><td>出租房地产的租金收入</t,pending,candidate_from_heading
